survey,item,variable,values,nonresponses,question_text,response_categories,group
canadianes2021,say4,cps21_govt_say,c(4:1),,People like me don't have any say about what the government does,1 disagree strongly / 2 somewhat disagree / 3 somewhat agree / 4 agree,eff
caucasusb2021,care5,offpplth,c(5:1),,Public officials don't care much what people like me think,1 completely disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather disagree / 5 completely disagree,eff
caucasusb2021,say5,pplnosay,c(5:1),,People like me don’t have any say in what the government does,1 completely disagree / 2 rather disagree / 3 neither agree nor disagree / 4 rather disagree / 5 completely disagree,eff
cdem2022,care4d,dc22_pos_govt_care,c(1:4),,The government does not care much about what people like me think,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
cdem2022,say4,dc22_pos_govt_say,c(1:4),,People like me don't have any say about what the government does,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
cid_combo,care11a,v266,c(0:10),,How much weight do politicians attach to opinions presented to them by ordinary people,0 none at all / 123456789 / 10 very large,eff
cispol1989,care2,p604,c(1:2),,Politicians don't care much about what people like me think ,1 tend to agree / 2 tend to disagree,eff
cnep_combo,care4,"if_else(a.a.countryyear %in% {t_data %>% filter(b.dontcare == 3) %>% pull(a.a.countryyear) %>% unique()}, NA, b.dontcare)","c(1,2,4,5)",,Politicians don’t care much about what people like me think,1 strongly agree / 2 agree / 4 disagree / 5 strongly disagree,eff
cnep_combo,care5f,"if_else(a.a.countryyear %in% {t_data %>% filter(b.dontcare == 3) %>% pull(a.a.countryyear) %>% unique()}, b.dontcare, NA)",c(1:5),,Politicians don’t care much about what people like me think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
cnep_combo,say4,"if_else(a.a.countryyear %in% {t_data %>% filter(b.noinflu.f == 3) %>% pull(a.a.countryyear) %>% unique()}, NA, b.noinflu.f)","c(1,2,4,5)",,People like me have no influence over the government ,1 strongly agree / 2 agree / 4 disagree / 5 strongly disagree,eff
cnep_combo,say5,"if_else(a.a.countryyear %in% {t_data %>% filter(b.noinflu.f == 3) %>% pull(a.a.countryyear) %>% unique()}, b.noinflu.f, NA)",c(1:5),,People like me have no influence over the government ,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
cnes1993,care4d,mbsd5,c(1:4),,I don't think the government cares much what people like me think,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
cnes1993,say2,refh15,"c(1,5)",,People like me don't have any say about what the government does,1 agree / 5 disagree,eff
cnes1997,care4d,cpsb10d,"c(1,3,5,7)",,I don't think the government cares much what people like me think,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
cnes1997,say4,cpsb10b,"c(1,3,5,7)",,People like me don't have any say about what the government does,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree,eff
cnes2000,care4d,cpsb10d,"c(1,3,5,7)",,I don't think the government cares much what people like me think,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
cnes2000,say4,mbsc12,c(1:4),,People like me don't have any say about what the government does,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree,eff
cses1,care5d,a3013,c(5:1),,Some people say that political parties in [country] care what ordinary people think.  Others say that political parties in [country] don't care what ordinary people think.  Where would you place yourself?,1 political parties care what ordinary people think / 234 / 5 political parties don't care what ordinary people think,eff
dkes1984,care5e,v227,c(1:5),,Generally politicians pay too little attention to what voters think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
dkes1990,care5e,v209,c(1:5),,Generally politicians pay too little attention to what voters think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
dkes1994,care5e,v300,c(1:5),,Generally politicians pay too little attention to what voters think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
dkes1998,care5e,v146,c(1:5),,Generally politicians pay too little attention to what voters think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
dkes2001,care5e,v155,c(1:5),,Generally politicians pay too little attention to what voters think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
dkes2005,care5e,v230,c(1:5),,Generally politicians pay too little attention to what voters think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
dkes2007,care5e,v266,c(1:5),,Generally politicians pay too little attention to what voters think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
dkes2011,care5e,v199,c(1:5),,Generally politicians pay too little attention to what voters think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
eass2012,say7,v65,c(1:7),8,People like me don't have any say about what the government does,1 strongly agree / 2 agree / 3 somewhat agree / 4 neither agree nor disagree / 5 somewhat disagree / 6 disagree / 7 strongly disagree,eff
eb24,right4,v24,c(4:1),,How much do you trust the government to do what is right?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
eb26,care2a,v63,c(1:2),,Do you ever feel that the people running the country don't really care what happens to people like you,1 yes / 2 no,eff
eb30,care2a,v59,c(1:2),,Do you ever feel that the people who run the country are not really concerned with what happens to you,1 yes / 2 no,eff
eb471,right2,v256,c(1:2),,The people who run the country are more concerned with themselves than with the good of the country,1 tend to agree / 2 tend to disagree,trust_eff
eb48,trust_parties2,v54,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb48,trust_parl2,v58,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb51,trust_parties2,v52,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb51,trust_parl2,v56,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb541,trust_parties2,v319,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb541,trust_parl2,v320,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb551,trust_parties2,v82,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb551,trust_parl2,v86,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb562,trust_parties2,v184,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb562,trust_parl2,v188,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb571,trust_parties2,v61,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb571,trust_parl2,v65,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb591,trust_parties2,v60,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb591,trust_parl2,v63,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb601,trust_parties2,v52,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb601,trust_parl2,v55,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb61,trust_parties2,v53,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb61,trust_parl2,v56,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb62,trust_parties2,v91,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb62,trust_parl2,v94,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb631,say4e,v320,c(1:4),,People like me have too little influence in what the Government does,1 strongly agree / 2 tend to agree / 3 tend to disagree / 4 strongly disagree,eff
eb634,trust_parties2,v78,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb634,trust_parl2,v80,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb642,trust_parties2,v91,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb642,trust_parl2,v94,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb643,corrupt_pol2,v772,c(1:0),,"Do you think that the giving and taking of bribes, and the abuse of positions of power for personal gain, are widespread among any of the following? Politicians at the national level",0 not mentioned / 1 mentioned,corrupt
eb643,corrupt4,v766,c(1:4),,There is corruption in national institutions in (OUR COUNTRY) ,1 totally agree / 2 tend to agree / 3 tend to disagree / 4 totally disagree,corrupt
eb652,trust_parties2,v88,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb652,trust_parl2,v90,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb661,trust_parties2,v92,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
eb661,trust_parl2,v94,c(2:1),3,How much trust do you have in certain institutions? National parliament,1 tend to trust / 2 tend not to trust,trust
eb663,trust_parties2,v167,c(2:1),3,How much trust do you have in certain institutions? Political parties,1 tend to trust / 2 tend not to trust,trust
